,CUSTOMER,container_id,d
24283,OCEAN NETWORK EXPRESS PTE LTD,KKTU7777248,5
24284,NIPPON EXPRESS (UK) LIMITED,FTAU1330877,5
24285,NIPPON EXPRESS (UK) LIMITED,FTAU1330877,8
24286,NIPPON EXPRESS (UK) LIMITED,FTAU1330877,0
24287,OCEAN NETWORK EXPRESS PTE LTD,FTAU1330877,5
24288,OCEAN NETWORK EXPRESS PTE LTD,FTAU1330877,8
24289,OCEAN NETWORK EXPRESS PTE LTD,FTAU1330877,0
24290,VIPA LAUSANNE SA,MRKU2494591,0
24291,VIPA LAUSANNE SA,MRKU2494591,9
24292,VIPA LAUSANNE SA,MRKU2494591,5
24293,KOMATSU UK LTD (CON),MRSU5083452,3
24294,KOMATSU UK LTD (CON),MRSU5083452,5
24295,KOMATSU UK LTD (CON),KKFU7884724,23
24296,KOMATSU UK LTD (CON),KKFU7884724,5
24297,NISSAN MOTOR MANUFACTURING UK,MSKU8265700,31
24298,NISSAN MOTOR MANUFACTURING UK,MSKU8265700,43
24299,DHL GLOBAL FORWARDING UK LTD,TCKU7096793,9
24300,DHL GLOBAL FORWARDING UK LTD,TCKU7096793,0
24301,DHL GLOBAL FORWARDING UK LTD,TCKU7096793,6
24302,VIPA LAUSANNE SA,TCKU7096793,9
24303,VIPA LAUSANNE SA,TCKU7096793,0
24304,VIPA LAUSANNE SA,TCKU7096793,6
24305,NISSAN MOTOR MANUFACTURING UK,TCLU8543091,5
24306,KOMATSU UK LTD (CON),FFAU1843851,8
24307,KOMATSU UK LTD (CON),FFAU1843851,5
24308,KOMATSU UK LTD (CON),FFAU1843851,0
24309,OCEAN NETWORK EXPRESS PTE LTD,FFAU1843851,8
24310,OCEAN NETWORK EXPRESS PTE LTD,FFAU1843851,5
24311,OCEAN NETWORK EXPRESS PTE LTD,FFAU1843851,0
24312,KOMATSU UK LTD (CON),MOTU5805276,5
24313,KOMATSU UK LTD (CON),MOTU5805276,23
24314,NISSAN MOTOR MANUFACTURING UK,CAIU9931650,108
24315,NISSAN MOTOR MANUFACTURING UK,CAIU9931650,43
24316,NISSAN MOTOR MANUFACTURING UK,MNBU3746321,2
24317,NISSAN MOTOR MANUFACTURING UK,MNBU3746321,169
24318,VIPA LAUSANNE SA,MRSU4381350,9
24319,VIPA LAUSANNE SA,MRSU4381350,0
24320,VIPA LAUSANNE SA,MRSU4381350,4
24321,DHL GLOBAL FORWARDING UK LTD,TLLU5995943,6
24322,DHL GLOBAL FORWARDING UK LTD,TLLU5995943,8
24323,NISSAN MOTOR MANUFACTURING UK,MNBU3783351,169
24324,NISSAN MOTOR MANUFACTURING UK,MNBU3783351,2
24325,NISSAN MOTOR MANUFACTURING UK,MSKU1247834,85
24326,NISSAN MOTOR MANUFACTURING UK,MSKU1247834,8
24327,NISSAN MOTOR MANUFACTURING UK,MSKU9527560,8
24328,NISSAN MOTOR MANUFACTURING UK,MSKU9527560,43
24329,NISSAN MOTOR MANUFACTURING UK,MSKU9527560,0
24330,KOMATSU UK LTD (CON),MRSU5084799,0
24331,KOMATSU UK LTD (CON),MRSU5084799,5
24332,KOMATSU UK LTD (CON),MRSU5084799,8
24333,VIPA LAUSANNE SA,MRSU5084799,0
24334,VIPA LAUSANNE SA,MRSU5084799,5
24335,VIPA LAUSANNE SA,MRSU5084799,8
24336,HILLEBRAND BULK LOGISTICS,HLBU3058145,6
24337,HILLEBRAND BULK LOGISTICS,HLBU3058145,51
24338,HILLEBRAND BULK LOGISTICS,HLBU3058145,15
24339,HAPAG LLOYD AG,HLBU3058145,6
24340,HAPAG LLOYD AG,HLBU3058145,51
24341,HAPAG LLOYD AG,HLBU3058145,15
24342,YUSEN LOGISTICS (UK) LTD,RFCU2191025,1
24343,YUSEN LOGISTICS (UK) LTD,RFCU2191025,5
24344,YUSEN LOGISTICS (UK) LTD,RFCU2191025,8
24345,NISSAN MOTOR MANUFACTURING UK,RFCU2191025,1
24346,NISSAN MOTOR MANUFACTURING UK,RFCU2191025,5
24347,NISSAN MOTOR MANUFACTURING UK,RFCU2191025,8
24348,NISSAN MOTOR MANUFACTURING UK,HASU4468819,31
24349,NISSAN MOTOR MANUFACTURING UK,HASU4468819,52
24350,KOMATSU UK LTD (CON),GESU6238808,5
24351,KOMATSU UK LTD (CON),GESU6238808,43
24352,OCEAN NETWORK EXPRESS PTE LTD,NYKU9755007,1
24353,OCEAN NETWORK EXPRESS PTE LTD,NYKU9755007,5
24354,OCEAN NETWORK EXPRESS PTE LTD,NYKU9755007,8
24355,OCEAN NETWORK EXPRESS PTE LTD,NYKU9755007,1
24356,OCEAN NETWORK EXPRESS PTE LTD,NYKU9755007,5
24357,OCEAN NETWORK EXPRESS PTE LTD,NYKU9755007,8
24358,LIGENTIA INTERNATIONAL LTD,CLVU6024910,22
24359,LIGENTIA INTERNATIONAL LTD,CLVU6024910,14
24360,LIGENTIA INTERNATIONAL LTD,TTNU3081637,11
24361,LIGENTIA INTERNATIONAL LTD,TTNU3081637,8
24362,LIGENTIA INTERNATIONAL LTD,HJMU2044525,12
24363,LIGENTIA INTERNATIONAL LTD,HJMU2044525,9
24364,LIGENTIA INTERNATIONAL LTD,GESU3394221,15
24365,LIGENTIA INTERNATIONAL LTD,GESU3394221,6
24366,LIGENTIA INTERNATIONAL LTD,GESU3493097,8
24367,LIGENTIA INTERNATIONAL LTD,GESU3493097,9
24368,LIGENTIA INTERNATIONAL LTD,HJMU2918493,15
24369,LIGENTIA INTERNATIONAL LTD,HJMU2918493,4
24370,LIGENTIA INTERNATIONAL LTD,PLAU8415776,0
24371,LIGENTIA INTERNATIONAL LTD,VICU0502771,0
24372,LIGENTIA INTERNATIONAL LTD,SAZU4009580,1
24373,KOMATSU UK LTD (CON),TRLU7430504,5
24374,KOMATSU UK LTD (CON),TRLU7430504,23
24375,NISSAN MOTOR MANUFACTURING UK,FSCU8655657,47
24376,NISSAN MOTOR MANUFACTURING UK,FSCU8655657,22
24377,KOMATSU UK LTD (CON),TCNU8854444,5
24378,KOMATSU UK LTD (CON),TCNU8854444,24
24379,OCEAN NETWORK EXPRESS PTE LTD,TCNU8854444,5
24380,OCEAN NETWORK EXPRESS PTE LTD,TCNU8854444,24
24381,KOMATSU UK LTD (CON),TCLU2223146,8
24382,KOMATSU UK LTD (CON),TCLU2223146,1
24383,KOMATSU UK LTD (CON),TCLU2223146,5
24384,OCEAN NETWORK EXPRESS PTE LTD,TCLU2223146,8
24385,OCEAN NETWORK EXPRESS PTE LTD,TCLU2223146,1
24386,OCEAN NETWORK EXPRESS PTE LTD,TCLU2223146,5
24387,KUEHNE + NAGEL LTD,BEAU2267396,22
24388,KUEHNE + NAGEL LTD,BEAU2267396,6
24389,OCEAN NETWORK EXPRESS PTE LTD,TCLU4210071,31
24390,OCEAN NETWORK EXPRESS PTE LTD,TCLU4210071,5
24391,HILLEBRAND BULK LOGISTICS,GLDU9496654,57
24392,HILLEBRAND BULK LOGISTICS,GLDU9496654,6
24393,NISSAN MOTOR MANUFACTURING UK,TRHU3997148,74
24394,NISSAN MOTOR MANUFACTURING UK,TRHU3997148,8
24395,LIGENTIA INTERNATIONAL LTD,SAZU4009229,1
24396,LIGENTIA INTERNATIONAL LTD,CLVU1811213,1
24397,LIGENTIA INTERNATIONAL LTD,JCMU2991615,1
24398,LIGENTIA INTERNATIONAL LTD,SEKU9146047,1
24399,LIGENTIA INTERNATIONAL LTD,SAZU4009044,1
24400,LIGENTIA INTERNATIONAL LTD,SAZU4009173,1
24401,LIGENTIA INTERNATIONAL LTD,SEKU9146181,0
24402,LIGENTIA INTERNATIONAL LTD,SKYU8084823,1
24403,NISSAN MOTOR MANUFACTURING UK,TCKU7248345,0
24404,NISSAN MOTOR MANUFACTURING UK,TCKU7248345,137
24405,NISSAN MOTOR MANUFACTURING UK,MRKU5915544,22
24406,NISSAN MOTOR MANUFACTURING UK,MRKU5915544,61
24407,NISSAN MOTOR MANUFACTURING UK,PONU7294900,0
24408,NISSAN MOTOR MANUFACTURING UK,PONU7294900,40
24409,NISSAN MOTOR MANUFACTURING UK,PONU7294900,7
24410,VIPA LAUSANNE SA,PONU7294900,0
24411,VIPA LAUSANNE SA,PONU7294900,40
24412,VIPA LAUSANNE SA,PONU7294900,7
24413,NISSAN MOTOR MANUFACTURING UK,MSKU8427714,22
24414,NISSAN MOTOR MANUFACTURING UK,MSKU8427714,146
24415,HILLEBRAND BULK LOGISTICS,HLBU3018292,57
24416,HILLEBRAND BULK LOGISTICS,HLBU3018292,7
24417,NISSAN MOTOR MANUFACTURING UK,TCNU8625643,42
24418,NISSAN MOTOR MANUFACTURING UK,TCNU8625643,34
24419,DHL GLOBAL FORWARDING UK LTD,HLBU2839842,0
24420,DHL GLOBAL FORWARDING UK LTD,HLBU2839842,6
24421,HILLEBRAND BULK LOGISTICS,HAMU1122034,6
24422,HILLEBRAND BULK LOGISTICS,HAMU1122034,27
24423,NISSAN MOTOR MANUFACTURING UK,TLLU5435980,22
24424,NISSAN MOTOR MANUFACTURING UK,TLLU5435980,6
24425,MAERSK BATTERY PLANT,SEKU4732359,5
24426,MAERSK BATTERY PLANT,SEKU4732359,8
24427,MAERSK BATTERY PLANT,SEKU4732359,0
24428,VIPA LAUSANNE SA,SEKU4732359,5
24429,VIPA LAUSANNE SA,SEKU4732359,8
24430,VIPA LAUSANNE SA,SEKU4732359,0
24431,KOMATSU UK LTD (CON),MRKU3300540,8
24432,KOMATSU UK LTD (CON),MRKU3300540,5
24433,KOMATSU UK LTD (CON),MRKU3300540,22
24434,NIPPON EXPRESS (UK) LIMITED,NYKU3849161,8
24435,NIPPON EXPRESS (UK) LIMITED,NYKU3849161,5
24436,NIPPON EXPRESS (UK) LIMITED,NYKU3849161,0
24437,OCEAN NETWORK EXPRESS PTE LTD,NYKU3849161,8
24438,OCEAN NETWORK EXPRESS PTE LTD,NYKU3849161,5
24439,OCEAN NETWORK EXPRESS PTE LTD,NYKU3849161,0
24440,DHL GLOBAL FORWARDING UK LTD,CAAU5126958,4
24441,DHL GLOBAL FORWARDING UK LTD,CAAU5126958,10
24442,DHL GLOBAL FORWARDING UK LTD,CAAU5126958,7
24443,VIPA LAUSANNE SA,CAAU5126958,4
24444,VIPA LAUSANNE SA,CAAU5126958,10
24445,VIPA LAUSANNE SA,CAAU5126958,7
24446,NISSAN MOTOR MANUFACTURING UK,DFSU6308078,6
24447,NISSAN MOTOR MANUFACTURING UK,DFSU6308078,16
24448,NISSAN MOTOR MANUFACTURING UK,DFSU6308078,53
24449,VIPA LAUSANNE SA,DFSU6308078,6
24450,VIPA LAUSANNE SA,DFSU6308078,16
24451,VIPA LAUSANNE SA,DFSU6308078,53
24452,HAPAG LLOYD AG,CAIU6748516,2
24453,LIGENTIA INTERNATIONAL LTD,PSSU3944453,20
24454,LIGENTIA INTERNATIONAL LTD,PSSU3950414,20
24455,NISSAN MOTOR MANUFACTURING UK,MRKU2666366,10
24456,NISSAN MOTOR MANUFACTURING UK,MRKU2666366,53
24457,NISSAN MOTOR MANUFACTURING UK,MRKU2666366,4
24458,VIPA LAUSANNE SA,MRKU2666366,10
24459,VIPA LAUSANNE SA,MRKU2666366,53
24460,VIPA LAUSANNE SA,MRKU2666366,4
24461,CETAS SHIPPING & LOGISTICS LTD,TLLU4400172,5
24462,CETAS SHIPPING & LOGISTICS LTD,TLLU4400172,4
24463,CETAS SHIPPING & LOGISTICS LTD,TLLU4400172,44
24464,NISSAN MOTOR MANUFACTURING UK,TRHU4353387,0
24465,NISSAN MOTOR MANUFACTURING UK,TRHU4353387,6
24466,OCEAN NETWORK EXPRESS PTE LTD,TRHU4353387,0
24467,OCEAN NETWORK EXPRESS PTE LTD,TRHU4353387,6
24468,OCEAN NETWORK EXPRESS PTE LTD,TTNU5192537,30
24469,OCEAN NETWORK EXPRESS PTE LTD,TTNU5192537,6
24470,KOMATSU UK LTD (CON),TRHU6291345,8
24471,KOMATSU UK LTD (CON),TRHU6291345,0
24472,KOMATSU UK LTD (CON),TRHU6291345,6
24473,VIPA LAUSANNE SA,TRHU6291345,8
24474,VIPA LAUSANNE SA,TRHU6291345,0
24475,VIPA LAUSANNE SA,TRHU6291345,6
24476,VIPA LAUSANNE SA,MRSU4384488,8
24477,VIPA LAUSANNE SA,MRSU4384488,3
24478,VIPA LAUSANNE SA,MRSU4384488,9
24479,NISSAN MOTOR MANUFACTURING UK,MSKU9935371,33
24480,NISSAN MOTOR MANUFACTURING UK,MSKU9935371,9
24481,NISSAN MOTOR MANUFACTURING UK,MSKU9935371,6
24482,DHL GLOBAL FORWARDING UK LTD,MRSU3345173,8
24483,DHL GLOBAL FORWARDING UK LTD,MRSU3345173,7
24484,DHL GLOBAL FORWARDING UK LTD,MRSU3345173,7
24485,VIPA LAUSANNE SA,MRSU3345173,8
24486,VIPA LAUSANNE SA,MRSU3345173,7
24487,VIPA LAUSANNE SA,MRSU3345173,7
24488,NISSAN MOTOR MANUFACTURING UK,TCNU8667470,109
24489,NISSAN MOTOR MANUFACTURING UK,TCNU8667470,22
24490,NISSAN MOTOR MANUFACTURING UK,TRHU4024170,6
24491,NISSAN MOTOR MANUFACTURING UK,TRHU4024170,22
24492,KOMATSU UK LTD (CON),KKTU7977550,22
24493,KOMATSU UK LTD (CON),KKTU7977550,6
24494,CETAS SHIPPING & LOGISTICS LTD,TCNU2836280,1
24495,CETAS SHIPPING & LOGISTICS LTD,TCNU2836280,42
24496,CETAS SHIPPING & LOGISTICS LTD,TCNU2836280,2
24497,CETAS SHIPPING & LOGISTICS LTD,TCNU2836280,5
24498,CETAS SHIPPING & LOGISTICS LTD,TCNU2836280,3
24499,LIGENTIA INTERNATIONAL LTD,CLVU1812035,2
24500,LIGENTIA INTERNATIONAL LTD,CRXU1338618,2
24501,LIGENTIA INTERNATIONAL LTD,PLAU8415328,2
24502,LIGENTIA INTERNATIONAL LTD,PLAU8415797,1
24503,LIGENTIA INTERNATIONAL LTD,CLHU3833682,2
24504,LIGENTIA INTERNATIONAL LTD,TGHU0186680,2
24505,LIGENTIA INTERNATIONAL LTD,TGHU0952317,2
24506,DHL GLOBAL FORWARDING UK LTD,MRKU4389466,7
24507,DHL GLOBAL FORWARDING UK LTD,MRKU4389466,7
24508,DHL GLOBAL FORWARDING UK LTD,MRKU4389466,8
24509,VIPA LAUSANNE SA,MRKU4389466,7
24510,VIPA LAUSANNE SA,MRKU4389466,7
24511,VIPA LAUSANNE SA,MRKU4389466,8
24512,FITFLOP LTD,MSDU7461597,5
24513,FITFLOP LTD,MSDU7461597,7
24514,KOMATSU UK LTD (CON),SEKU4470599,8
24515,KOMATSU UK LTD (CON),SEKU4470599,6
24516,VIPA LAUSANNE SA,SEKU4470599,8
24517,VIPA LAUSANNE SA,SEKU4470599,6
24518,MAERSK BATTERY PLANT,MNBU0248177,2
24519,MAERSK BATTERY PLANT,MNBU0248177,16
24520,NISSAN MOTOR MANUFACTURING UK,MSKU9438631,15
24521,NISSAN MOTOR MANUFACTURING UK,MSKU9438631,0
24522,NISSAN MOTOR MANUFACTURING UK,MSKU9438631,6
24523,NISSAN MOTOR MANUFACTURING UK,MRKU5417161,0
24524,NISSAN MOTOR MANUFACTURING UK,MRKU5417161,7
24525,NISSAN MOTOR MANUFACTURING UK,MRKU5417161,137
24526,NISSAN MOTOR MANUFACTURING UK,MRKU5417161,0
24527,NISSAN MOTOR MANUFACTURING UK,MRKU5417161,7
24528,NISSAN MOTOR MANUFACTURING UK,MRKU5417161,137
24529,NISSAN MOTOR MANUFACTURING UK,SUDU7935329,47
24530,NISSAN MOTOR MANUFACTURING UK,SUDU7935329,15
24531,MAERSK BATTERY PLANT,TCNU2820730,7
24532,MAERSK BATTERY PLANT,TCNU2820730,8
24533,MAERSK BATTERY PLANT,TCNU2820730,16
24534,VIPA LAUSANNE SA,TCNU2820730,7
24535,VIPA LAUSANNE SA,TCNU2820730,8
24536,VIPA LAUSANNE SA,TCNU2820730,16
24537,LIGENTIA INTERNATIONAL LTD,SAZU4009131,2
24538,LIGENTIA INTERNATIONAL LTD,SAZU4009152,2
24539,NISSAN MOTOR MANUFACTURING UK,MSKU1271065,7
24540,NISSAN MOTOR MANUFACTURING UK,MSKU1271065,17
24541,NISSAN MOTOR MANUFACTURING UK,MSKU1271065,1
24542,VIPA LAUSANNE SA,MSKU1271065,7
24543,VIPA LAUSANNE SA,MSKU1271065,17
24544,VIPA LAUSANNE SA,MSKU1271065,1
24545,NISSAN MOTOR MANUFACTURING UK,TCKU6123662,75
24546,NISSAN MOTOR MANUFACTURING UK,TCKU6123662,15
24547,NISSAN MOTOR MANUFACTURING UK,TCKU6123662,6
24548,VIPA LAUSANNE SA,TCKU6123662,75
24549,VIPA LAUSANNE SA,TCKU6123662,15
24550,VIPA LAUSANNE SA,TCKU6123662,6
24551,NISSAN MOTOR MANUFACTURING UK,HASU4385150,20
24552,NISSAN MOTOR MANUFACTURING UK,HASU4385150,53
24553,NISSAN MOTOR MANUFACTURING UK,CAAU6639111,53
24554,NISSAN MOTOR MANUFACTURING UK,CAAU6639111,21
24555,NISSAN MOTOR MANUFACTURING UK,NYKU4353181,48
24556,NISSAN MOTOR MANUFACTURING UK,NYKU4353181,21
24557,NISSAN MOTOR MANUFACTURING UK,FFAU1826094,128
24558,NISSAN MOTOR MANUFACTURING UK,FFAU1826094,21
24559,NISSAN MOTOR MANUFACTURING UK,MSKU9358285,137
24560,NISSAN MOTOR MANUFACTURING UK,MSKU9358285,44
24561,OCEAN NETWORK EXPRESS PTE LTD,TRLU9717160,22
24562,OCEAN NETWORK EXPRESS PTE LTD,TRLU9717160,6
24563,HILLEBRAND BULK LOGISTICS,HLXU3367157,7
24564,HILLEBRAND BULK LOGISTICS,HLXU3367157,26
24565,NISSAN MOTOR MANUFACTURING UK,TCLU5013713,0
24566,NISSAN MOTOR MANUFACTURING UK,TCLU5013713,41
24567,LIGENTIA INTERNATIONAL LTD,SAZU4009039,2
24568,LIGENTIA INTERNATIONAL LTD,CLHU3820221,2
24569,LIGENTIA INTERNATIONAL LTD,CLVU1811321,2
24570,LIGENTIA INTERNATIONAL LTD,CLVU1811506,2
24571,LIGENTIA INTERNATIONAL LTD,CLVU1811928,2
24572,LIGENTIA INTERNATIONAL LTD,PLAU8415781,2
24573,LIGENTIA INTERNATIONAL LTD,VICU0502806,2
24574,LIGENTIA INTERNATIONAL LTD,YHLU1383946,2
24575,LIGENTIA INTERNATIONAL LTD,SAZU4009234,2
24576,LIGENTIA INTERNATIONAL LTD,SEKU9145610,2
24577,LIGENTIA INTERNATIONAL LTD,SKYU8085141,2
24578,LIGENTIA INTERNATIONAL LTD,CLVU1811846,2
24579,NISSAN MOTOR MANUFACTURING UK,MSKU9274327,6
24580,NISSAN MOTOR MANUFACTURING UK,MSKU9274327,147
24581,NISSAN MOTOR MANUFACTURING UK,MSKU9274327,1
24582,VIPA LAUSANNE SA,MSKU9274327,6
24583,VIPA LAUSANNE SA,MSKU9274327,147
24584,VIPA LAUSANNE SA,MSKU9274327,1
24585,NISSAN MOTOR MANUFACTURING UK,NYKU4415750,129
24586,NISSAN MOTOR MANUFACTURING UK,NYKU4415750,0
24587,OCEAN NETWORK EXPRESS PTE LTD,NYKU4415750,129
24588,OCEAN NETWORK EXPRESS PTE LTD,NYKU4415750,0
24589,NISSAN MOTOR MANUFACTURING UK,MSKU1627808,125
24590,NISSAN MOTOR MANUFACTURING UK,MSKU1627808,13
24591,NISSAN MOTOR MANUFACTURING UK,SUDU6841333,54
24592,NISSAN MOTOR MANUFACTURING UK,FFAU1481808,21
24593,NISSAN MOTOR MANUFACTURING UK,FFAU1481808,49
24594,OCEAN NETWORK EXPRESS PTE LTD,FFAU1481808,21
24595,OCEAN NETWORK EXPRESS PTE LTD,FFAU1481808,49
24596,NISSAN MOTOR MANUFACTURING UK,GESU1145580,49
24597,NISSAN MOTOR MANUFACTURING UK,GESU1145580,22
24598,HILLEBRAND BULK LOGISTICS,UACU3837071,8
24599,HILLEBRAND BULK LOGISTICS,UACU3837071,56
24600,HILLEBRAND BULK LOGISTICS,TEMU1901396,8
24601,HILLEBRAND BULK LOGISTICS,TEMU1901396,28
24602,MAERSK BATTERY PLANT,TGBU8894956,6
24603,MAERSK BATTERY PLANT,TGBU8894956,4
24604,MAERSK BATTERY PLANT,TGBU8894956,0
24605,MAERSK BATTERY PLANT,TGBU8894956,9
24606,KOMATSU UK LTD (CON),TRLU7640732,7
24607,KOMATSU UK LTD (CON),TRLU7640732,6
24608,OCEAN NETWORK EXPRESS PTE LTD,TRLU7640732,7
24609,OCEAN NETWORK EXPRESS PTE LTD,TRLU7640732,6
24610,KOMATSU UK LTD (CON),MRSU3806341,7
24611,KOMATSU UK LTD (CON),MRSU3806341,6
24612,KOMATSU UK LTD (CON),MRKU1064195,29
24613,KOMATSU UK LTD (CON),MRKU1064195,8
24614,CMA (UK),BMOU4347767,0
24615,CMA (UK),BMOU4347767,1
24616,CMA (UK),BMOU4347767,45
24617,CMA (UK),BMOU4347767,4
24618,LIGENTIA INTERNATIONAL LTD,SEKU9145863,3
24619,KERRY LOGISTICS (UK) LTD,MSDU2171091,7
24620,KERRY LOGISTICS (UK) LTD,MSDU2171091,4
24621,KOMATSU UK LTD (CON),GCXU5211138,6
24622,KOMATSU UK LTD (CON),GCXU5211138,21
24623,CETAS SHIPPING & LOGISTICS LTD,TCNU5958506,16
24624,CETAS SHIPPING & LOGISTICS LTD,TCNU5958506,1
24625,CETAS SHIPPING & LOGISTICS LTD,TCNU5958506,25
24626,CETAS SHIPPING & LOGISTICS LTD,TCNU5958506,3
24627,KOMATSU UK LTD (CON),MRKU0454368,29
24628,KOMATSU UK LTD (CON),MRKU0454368,8
24629,KOMATSU UK LTD (CON),MSKU1572325,6
24630,KOMATSU UK LTD (CON),MSKU1572325,0
24631,KOMATSU UK LTD (CON),MSKU1572325,0
24632,VIPA LAUSANNE SA,MSKU1572325,6
24633,VIPA LAUSANNE SA,MSKU1572325,0
24634,VIPA LAUSANNE SA,MSKU1572325,0
24635,OCEAN NETWORK EXPRESS PTE LTD,TCLU4095580,21
24636,OCEAN NETWORK EXPRESS PTE LTD,TCLU4095580,7
24637,OCEAN NETWORK EXPRESS PTE LTD,TCLU4095580,0
24638,VIPA LAUSANNE SA,MSKU0614318,0
24639,VIPA LAUSANNE SA,MSKU0614318,7
24640,VIPA LAUSANNE SA,MSKU0614318,0
24641,KOMATSU UK LTD (CON),MSKU0614318,0
24642,KOMATSU UK LTD (CON),MSKU0614318,7
24643,KOMATSU UK LTD (CON),MSKU0614318,0
24644,KOMATSU UK LTD (CON),PONU8162343,0
24645,KOMATSU UK LTD (CON),PONU8162343,7
24646,KOMATSU UK LTD (CON),PONU8162343,7
24647,VIPA LAUSANNE SA,PONU8162343,0
24648,VIPA LAUSANNE SA,PONU8162343,7
24649,VIPA LAUSANNE SA,PONU8162343,7
24650,KOMATSU UK LTD (CON),NYKU3727332,7
24651,KOMATSU UK LTD (CON),NYKU3727332,21
24652,KOMATSU UK LTD (CON),MRKU0970153,29
24653,KOMATSU UK LTD (CON),MRKU0970153,8
24654,LIGENTIA INTERNATIONAL LTD,SKYU8085012,3
24655,LIGENTIA INTERNATIONAL LTD,SKYU8085012,7
24656,KERRY LOGISTICS (UK) LTD,TCKU2747830,4
24657,KERRY LOGISTICS (UK) LTD,TCKU2747830,8
24658,KOMATSU UK LTD (CON),PONU1493226,29
24659,KOMATSU UK LTD (CON),PONU1493226,0
24660,KOMATSU UK LTD (CON),TEMU5828185,7
24661,KOMATSU UK LTD (CON),TEMU5828185,21
24662,KOMATSU UK LTD (CON),SUDU7813064,0
24663,KOMATSU UK LTD (CON),SUDU7813064,13
24664,KOMATSU UK LTD (CON),SUDU7813064,7
24665,MAERSK A/S,SUDU7813064,0
24666,MAERSK A/S,SUDU7813064,13
24667,MAERSK A/S,SUDU7813064,7
24668,OCEAN NETWORK EXPRESS PTE LTD,GESU1128813,80
24669,OCEAN NETWORK EXPRESS PTE LTD,GESU1128813,7
24670,KOMATSU UK LTD (CON),MAEU6354040,29
24671,KOMATSU UK LTD (CON),MAEU6354040,0
24672,MAERSK BATTERY PLANT,TCNU5395315,17
24673,MAERSK BATTERY PLANT,TCNU5395315,1
24674,OCEAN NETWORK EXPRESS PTE LTD,TTNU4093972,21
24675,OCEAN NETWORK EXPRESS PTE LTD,TTNU4093972,7
24676,LIGENTIA INTERNATIONAL LTD,SKYU8086169,2
24677,LIGENTIA INTERNATIONAL LTD,TCIU5897543,3
24678,LIGENTIA INTERNATIONAL LTD,TCIU5897559,2
24679,LIGENTIA INTERNATIONAL LTD,TCIU5897728,1
24680,KOMATSU UK LTD (CON),MRKU9099813,88
24681,KOMATSU UK LTD (CON),MRKU9099813,11
24682,KOMATSU UK LTD (C/S),MRKU9099813,88
24683,KOMATSU UK LTD (C/S),MRKU9099813,11
24684,NISSAN MOTOR MANUFACTURING UK,MSKU8991534,28
24685,NISSAN MOTOR MANUFACTURING UK,MSKU8991534,87
24686,OCEAN NETWORK EXPRESS PTE LTD,GESU3842603,7
24687,OCEAN NETWORK EXPRESS PTE LTD,GESU3842603,22
24688,KOMATSU UK LTD (CON),MSKU7768188,8
24689,KOMATSU UK LTD (CON),MSKU7768188,0
24690,KOMATSU UK LTD (CON),MSKU7768188,0
24691,NISSAN MOTOR MANUFACTURING UK,MSKU7768188,8
24692,NISSAN MOTOR MANUFACTURING UK,MSKU7768188,0
24693,NISSAN MOTOR MANUFACTURING UK,MSKU7768188,0
24694,NISSAN MOTOR MANUFACTURING UK,MSKU5460750,5
24695,NISSAN MOTOR MANUFACTURING UK,MSKU5460750,8
24696,NISSAN MOTOR MANUFACTURING UK,MSKU5460750,1
24697,OCEAN NETWORK EXPRESS PTE LTD,NYKU4996172,7
24698,OCEAN NETWORK EXPRESS PTE LTD,NYKU4996172,0
24699,OCEAN NETWORK EXPRESS PTE LTD,NYKU4996172,7
24700,OCEAN NETWORK EXPRESS PTE LTD,NYKU4996172,0
24701,LIGENTIA INTERNATIONAL LTD,TGHU0132410,3
24702,LIGENTIA INTERNATIONAL LTD,TGHU0162668,3
24703,LIGENTIA INTERNATIONAL LTD,TTMU1213319,2
24704,LIGENTIA INTERNATIONAL LTD,VICU0503145,2
24705,LIGENTIA INTERNATIONAL LTD,CLVU1811825,2
24706,LIGENTIA INTERNATIONAL LTD,VICU0502869,3
24707,LIGENTIA INTERNATIONAL LTD,VICU0503490,3
24708,LIGENTIA INTERNATIONAL LTD,VICU0503567,2
24709,LIGENTIA INTERNATIONAL LTD,VICU0503649,3
24710,LIGENTIA INTERNATIONAL LTD,VICU0503762,3
24711,LIGENTIA INTERNATIONAL LTD,CLVU1812077,2
24712,LIGENTIA INTERNATIONAL LTD,VICU0503504,2
24713,NISSAN MOTOR MANUFACTURING UK,SUDU5714381,12
24714,NISSAN MOTOR MANUFACTURING UK,SUDU5714381,18
24715,NISSAN MOTOR MANUFACTURING UK,MRKU5788075,15
24716,NISSAN MOTOR MANUFACTURING UK,MRKU5788075,35
24717,NISSAN MOTOR MANUFACTURING UK,MRKU5788075,46
24718,VIPA LAUSANNE SA,MRKU5788075,15
24719,VIPA LAUSANNE SA,MRKU5788075,35
24720,VIPA LAUSANNE SA,MRKU5788075,46
24721,NISSAN MOTOR MANUFACTURING UK,TLLU5528213,20
24722,NISSAN MOTOR MANUFACTURING UK,TLLU5528213,8
24723,NISSAN MOTOR MANUFACTURING UK,TCNU4112431,19
24724,NISSAN MOTOR MANUFACTURING UK,TCNU4112431,1
24725,NISSAN MOTOR MANUFACTURING UK,MRKU2440487,0
24726,NISSAN MOTOR MANUFACTURING UK,MRKU2440487,28
24727,NISSAN MOTOR MANUFACTURING UK,MRKU2440487,45
